Time,X,Y,PitchType,PitchType2
1.9,-0.867560976,4.933658537,Changeup High,Changeup
2,-0.825853659,4.841219512,Changeup High,Changeup
2.1,-0.784146341,4.748780488,Changeup High,Changeup
2.2,-0.742439024,4.656341463,Changeup High,Changeup
2.3,-0.700731707,4.563902439,Changeup High,Changeup
2.4,-0.65902439,4.471463415,Changeup High,Changeup
2.5,-0.617317073,4.37902439,Changeup High,Changeup
2.6,-0.575609756,4.286585366,Changeup High,Changeup
2.7,-0.533902439,4.194146341,Changeup High,Changeup
2.8,-0.492195122,4.101707317,Changeup High,Changeup
2.9,-0.450487805,4.009268293,Changeup High,Changeup
3,-0.408780488,3.916829268,Changeup High,Changeup
3.1,-0.367073171,3.824390244,Changeup High,Changeup
3.2,-0.325365854,3.73195122,Changeup High,Changeup
3.3,-0.283658537,3.639512195,Changeup High,Changeup
3.4,-0.24195122,3.547073171,Changeup High,Changeup
3.5,-0.200243902,3.454634146,Changeup High,Changeup
3.6,-0.158536585,3.362195122,Changeup High,Changeup
3.7,-0.116829268,3.269756098,Changeup High,Changeup
3.8,-0.075121951,3.177317073,Changeup High,Changeup
3.9,-0.033414634,3.084878049,Changeup High,Changeup
4,0.008292683,2.992439024,Changeup High,Changeup
4.1,0.05,2.9,Changeup High,Changeup
4.2,0.091707317,2.807560976,Changeup High,Changeup
4.3,0.133414634,2.715121951,Changeup High,Changeup
4.4,0.175121951,2.622682927,Changeup High,Changeup
4.5,0.216829268,2.530243902,Changeup High,Changeup
4.6,0.258536585,2.437804878,Changeup High,Changeup
4.7,0.300243902,2.345365854,Changeup High,Changeup
4.8,0.34195122,2.252926829,Changeup High,Changeup
4.9,0.383658537,2.160487805,Changeup High,Changeup
5,0.425365854,2.06804878,Changeup High,Changeup
5.1,0.467073171,1.975609756,Changeup High,Changeup
5.2,0.508780488,1.883170732,Changeup High,Changeup
5.3,0.550487805,1.790731707,Changeup High,Changeup
5.4,0.592195122,1.698292683,Changeup High,Changeup
5.5,0.633902439,1.605853659,Changeup High,Changeup
5.6,0.675609756,1.513414634,Changeup High,Changeup
5.7,0.717317073,1.42097561,Changeup High,Changeup
5.8,0.75902439,1.328536585,Changeup High,Changeup
5.9,0.800731707,1.236097561,Changeup High,Changeup
6,0.842439024,1.143658537,Changeup High,Changeup
4.1,0.05,2.9,Changeup High,Changeup
4.2,0.05,2.9,Changeup High,Changeup
4.3,0.05,2.9,Changeup High,Changeup
4.4,0.05,2.9,Changeup High,Changeup
4.5,0.05,2.9,Changeup High,Changeup
4.6,0.05,2.9,Changeup High,Changeup
4.7,0.05,2.9,Changeup High,Changeup
4.8,0.05,2.9,Changeup High,Changeup
4.9,0.05,2.9,Changeup High,Changeup
5,0.05,2.9,Changeup High,Changeup
5.1,0.05,2.9,Changeup High,Changeup
5.2,0.05,2.9,Changeup High,Changeup
5.3,0.05,2.9,Changeup High,Changeup
5.4,0.05,2.9,Changeup High,Changeup
5.5,0.05,2.9,Changeup High,Changeup
5.6,0.05,2.9,Changeup High,Changeup
5.7,0.05,2.9,Changeup High,Changeup
5.8,0.05,2.9,Changeup High,Changeup
5.9,0.05,2.9,Changeup High,Changeup
6,0.05,2.9,Changeup High,Changeup
